Context,Response
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Halo Bu! Lihat saja semua hal yang harus disulap seorang remaja dan tidak mengherankan mereka membuat stres.  Tidak ada cukup menit dalam sehari untuk menyelesaikan semuanya.  Jadi,  mereka bereaksi dengan memotong masa-masa penting seperti interaksi sosial dan tidur.  Perkumpulan cepat,  makanan cepat saji kami berdampak pada generasi remaja kita.  Sementara multi-tasking tampaknya menjadi kata pop panas,  itu tidak berhasil.  Kami tidak terhubung untuk melakukan yang terbaik di banyak hal sekaligus.  Kami bukan mesin,  melainkan manusia yang akan dengan cepat kedaluwarsa jika kami tidak mendapatkan pegangan pada stres kami.   Sebagai orang dewasa,  saatnya kami mengintervensi dan mengajar remaja kami bagaimana menjaga keseimbangan yang sehat antara pekerjaan dan bermain.  Kita perlu membantu mereka memprioritaskan dan menempatkan hal-hal pertama,  terlebih dahulu.  Apakah Anda menempatkan hal pertama,  pertama dalam hidup Anda?  Jika tidak,  ini saat yang tepat untuk memulai.  Semoga sukses untuk Anda dan putri Anda dalam apa pun yang Anda putuskan untuk lakukan."
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Saya memahami bahwa sebagai seorang ibu pasti sangat sulit melihat putri Anda stres karena berbagai hal di sekolah.   Berdasarkan uraian Anda,  sepertinya dia memiliki ekspektasi yang sangat tinggi terhadap dirinya sendiri dan mendorong dirinya untuk mengikutinya.   Saya mendengar kekhawatiran Anda dan merekomendasikan agar sebagai permulaan,  Anda memberinya ruang di mana dia dapat mengekspresikan dirinya secara terbuka kepada Anda tanpa menghakimi.   Meskipun tampaknya hal ini ""tidak normal"",  sayangnya hal ini memang demikian.   Mulai dari ujian terstandar,  penghargaan,  hingga beasiswa,  tekanannya ada pada anak-anak saat ini untuk mencapai tingkat kinerja yang tinggi.   Kedua,  saya sarankan Anda menghubungkannya dengan terapis yang dapat mengajarinya keterampilan mengatasi dan mengelola stres yang dapat membantu meringankan sebagian kecemasannya.   Seorang terapis juga dapat membantunya mengidentifikasi keyakinan salah yang mungkin dia miliki sehubungan dengan perfeksionisme atau ketakutan akan kegagalan.   Anda melakukan pekerjaan yang baik dalam mengawasi putri Anda dan menyelaraskan dengan kesehatan emosionalnya!"
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.",Saya mendengar bahwa Anda prihatin dengan reaksi putri Anda dan kesejahteraan emosionalnya.   Perilakunya agak mengkhawatirkan karena Anda merasa dia sepertinya mendekati titik puncaknya.   Saya menyarankan untuk berbicara dengan putri Anda tentang situasi di sekolah dan perasaannya.   Mendengarkan dan mengakui perasaan putri Anda tanpa menghakimi atau memberikan solusi merupakan keterampilan komunikasi yang sangat efektif.   Tanyakan kepada putri Anda bagaimana perasaannya setelah berbicara dengan terapis atau dokternya.   Seseorang yang dia kenal dan merasa nyaman untuk diajak bicara tentang perasaannya dan mempelajari keterampilan mengatasi masalah yang sehat untuk mengatasi situasi stres.
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Bagi saya kedengarannya seperti putri Anda ingin menjadi sempurna dan memiliki toleransi yang rendah untuk kegagalan.  Sebagai ibunya,  salah satu pesan terpenting yang dapat Anda bagikan dengannya adalah bahwa dia tidak perlu sempurna,  juga tidak perlu.  Faktanya,  kegagalan dan membuat kesalahan hanyalah kesempatan untuk belajar dan tumbuh.  Berikan izinnya dan yang lebih penting dia perlu memberi dirinya izin untuk menjadi manusia yang sangat cacat.  Mungkin ide yang baik untuk menemui terapis untuk membantunya belajar bagaimana membingkai ulang beberapa keyakinan negatifnya sehingga dia dapat membentuk kebiasaan berpikir yang lebih sehat.  Harapan hangat."
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Sayangnya,  Mom yang terkasih,  anak-anak saat ini banyak menekankan tentang sekolah dan bersaing dengan satu dan satu lagi.  Tentukan siswa yang berpikiran karier,  cenderung sangat keras pada diri mereka sendiri dan pada akhirnya bisa menjadi sangat cemas tentang hal-hal.  Padahal,  adalah hal yang baik untuk didorong,  itu dapat menghancurkan Anda juga.  Karena itu,  saya sarankan Anda menemukan putri Anda seseorang yang dapat membantunya menemukan cara untuk mengatasi keinginan kuatnya untuk berprestasi baik di sekolah.  Mendapatkannya sekarang sebelum dia mendapatkan yang terburuk adalah hal terbaik yang bisa Anda lakukan untuknya.  Semoga sukses untuk Anda dan putri Anda.  Hormat kami,  mirella ~ citra dan konseling rupa"
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Terima kasih telah menjadi orang tua yang jeli dan mengambil langkah yang sangat penting untuk mendapatkan bantuan untuk Anda serta putri Anda.  Periode remaja dan kedewasaan yang muncul adalah masa-masa kacau bagi remaja (dan orang tua mereka).  Tekanan untuk menyesuaikan diri,  disukai,  dan berhasil bisa menjadi beberapa faktor yang berkontribusi untuk stres putri Anda.  Saya memiliki banyak klien remaja yang melakukan dengan sangat baik secara akademis,  tetapi tetap tersembunyi dengan baik dari rekan-rekan mereka sehingga mereka dapat menyesuaikan diri.   Dia masih belajar tentang dirinya sendiri,  kemampuannya dan bagaimana menyukai dirinya sendiri tidak ada yang mudah tugas yang mudah bahkan untuk orang dewasa.  Keberhasilan akademis yang Anda rujuk hanya menceritakan sebagian dari cerita.  Ketika saya membaca pernyataan Anda,  saya merasakan apa yang dilakukan putri Anda dan bahwa Anda bangga dengan prestasi akademisnya.  Namun,  saya juga ingin bertanya siapa dia sebagai pribadi dan mendorongnya untuk mengeksplorasi itu dengan bantuan dari terapis.   Dengan bekerja dengan terapis putri Anda akan memiliki kesempatan untuk mendiskusikan stres,  ketakutan,  dan fokus pada pencapaiannyaorang yang objektif.  Saat ia mendapatkan pemahaman yang lebih baik tentang sumber stresnya dan mempelajari beberapa manajemen stres,  ia juga dapat belajar mengomunikasikan keprihatinannya kepada Anda.  Saya merekomendasikan untuk memulai dengan terapis daripada dokter.  Jika terapis percaya bahwa gejala putri Anda akan mendapat manfaat dari pemeriksaan kesehatan dan/atau obat-obatan,  mereka akan membuat rekomendasi itu."
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Halo! Pertama-tama,  terima kasih telah memperhatikan putri Anda dan memperhatikan bahwa dia khawatir! Sepertinya Anda telah menjadi pengaruh positif padanya agar dia begitu fokus pada pencapaian dan baginya untuk sangat peduli dengan penampilannya! Berdasarkan apa yang Anda katakan di sini,  saya mengerti bahwa Anda khawatir dia terlalu stres.  Saya berbagi perhatian Anda.  Orang-orang dari segala usia mengalami kehancuran ketika mereka menjadi kewalahan dengan stres,  dan konsekuensi negatif dari kehancuran itu pasti dapat memiliki efek riak ke area lain dalam kehidupan kita.   Untuk putri Anda,  hal yang ingin saya ketahui terlebih dahulu adalah ini:  tidak:  tidakDia merasa memiliki keterampilan koping sehat yang memadai untuk mengelola stres yang dia alami?  Karena,  tidak masalah apa yang dia tekankan .  .  .   yang penting adalah bagaimana dia menangani stresnya ketika mengancam akan membanjiri dia.  Saya ingin tahu apa,  tepatnya,  yang dia lakukan ketika dia merasa stres yang membantunya merasa lebih baik.  Jika dia hanya memiliki keterampilan koping yang tidak sehat (misalnya,  tidur,  mematikan,  mengamuk,  menyerang diri dengan self-talk yang kritis,  dll.  ),  Atau hanya satu atau dua keterampilan yang sehat,  kami ingin mengajarinya beberapa strategi tambahan sehat tambahan yang sehatuntuk membantunya tahu bahwa dia bisa mengatasinya.  Hanya satu risiko untuk tidak mengatasi masalah ini sekarang bisa jadi dia mungkin ""belajar"" bahwa stres 'tak tertahankan' yang dapat menyebabkan dia beralih ke strategi destruktif atau pelarian untuk menghindari ketidaknyamanan,  rasa sakit perasaan putus asa,  dan/atau atau atauKeyakinan negatif bahwa dia ""tidak bisa menahan diri.  ""Saya benar-benar berpikir itu akan bernilai keduanya untuk mengevaluasi dia oleh dokter keluarganya dan/atau penasihat profesional.  Dengan seorang konselor secara khusus,  dia bisa mempelajari keterampilan yang dibutuhkan serta dievaluasi untuk masalah lain yang mungkin berkontribusi pada masalah ini (misalnya,  keyakinan yang dipelajari bahwa dia ""harus sempurna atau dia tidak layak.  "") Plus,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki,  memiliki, )Orang pendukung netral untuk membantunya memenuhi tujuan pribadinya selalu merupakan hal yang baik.  Semoga Sukses,  Ibu dan Putri!  Pelajari lebih lanjut tentang saya dan latihan saya di www.  emdrheals.  com"
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Sebagai terapis dan ibu dari empat anak (3 di antaranya adalah remaja) .  .  .   Saya mendengar rasa sakit Anda.  Membesarkan anak-anak di masyarakat kita bukanlah lelucon.  Anak-anak berada di bawah tekanan yang luar biasa dari orang tua,  teman sebaya,  guru,  pelatih dan daftarnya terus berlanjut.  Ketakutan dan kecemasan dapat mencekik siswa terutama ketika mereka mendekati tahun-tahun sekolah menengah mereka di mana mereka dibombardir dengan pertanyaan tentang masa depan mereka dan diharapkan untuk memilih profesi sebelum mereka bahkan kuliah ! ! Saya sangat menganjurkan remaja yang bekerja dengan saya untuk berjuang untuk keseimbangan dalam hidup mereka- dan kita dapat memodelkan ini untuk anak-anak kita dengan cara kita memilih untuk hidup! Dorong anak Anda untuk menghabiskan waktu bersama teman-teman,  bergabunglah dengan Anda untuk kelas yoga,  membaca buku,  mengambil hobi atau pergi berolahraga.  Jika putri Anda terus merasa kewalahan oleh stres,  akan menjadi ide yang baik untuk memilih terapis baginya untuk berbicara dengannya.  Seperti halnya kita mencintai anak-anak kita,  ada saat-saat di mana anak-anak perlu berkonsultasi dengan pihak ke-3 yang netral.  Ini bisa menjadi hal yang luar biasa bagi anak-anak untuk memiliki terapis yang dapat mereka curamkan."
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Sebagai Orang Tua,  mungkin sangat sulit melihat anak Anda berjuang.   Sepertinya mereka mengalami kecemasan akibat stres yang mereka alami.   Itu selalu merupakan ide yang baik untuk memeriksakan diri ke dokter keluarga Anda.   Banyak anak mengalami kecemasan dan dapat memperoleh manfaat dari layanan konseling individu untuk membantu mereka mengatasi stres.   Tekanan sekolah dan prestasi akademis dapat menciptakan respon stres fisik dalam tubuh.   Mengunjungi seorang konselor juga dapat membantu Anda karena ibu atau ayah memiliki alat yang tersedia untuk memberikan dukungan berkelanjutan.   Sepertinya Anda sangat mendukung mereka dan membantu mereka terhubung dengan sumber daya mereka."
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Kedengarannya seolah-olah putri Anda sedang berjuang untuk mengelola kecemasannya dan dia mengalami reaksi besar terhadap apa yang Anda pandang sebagai masalah atau masalah kecil.  Apa yang telah Anda coba dengannya di masa lalu?  Meskipun melelahkan,  langkah pertama yang baik adalah berempati dan memvalidasi perasaannya."
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Mungkin bermanfaat untuk mendaftar untuk kelas yang dapat Anda ambil bersama.  Saya akan merekomendasikan meditasi atau yoga yang penuh perhatian,  hanya Anda berdua.  Sesuatu yang Anda temukan waktu untuk setiap minggu.  Yoga luar biasa dalam belajar perhatian dan mengurangi stres.  Saya menggunakan yoga dan teknik penuh perhatian ketika bekerja dengan anak-anak dan merekomendasikannya kepada orang tua untuk terlibat dengan anak-anak mereka.  Semoga ini membantu."
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Sulit untuk menjawab pertanyaan ini berdasarkan informasi yang disajikan tetapi saya akan mencobanya,  Mungkinkah putri Anda takut gagal,  saya melihat banyak anak-anak yang stres karena nilai atau prestasi dalam olahraga,  bisa Anda memberi tahu saya ""berapa nilai Anda di kelas empat bahasa Inggris?   Atau berapa skor pertandingan ke-7 yang Anda mainkan dalam sepak bola ketika Anda masih junior?   Banyak hal yang terjadi pada kami tidak berarti dan kami mengkhawatirkan hal-hal yang sebenarnya,  di jangka panjang tidak terlalu menjadi masalah bagi kami.   Namun tanyakan pada diri Anda pertanyaan ini,  Apakah reaksi putri Anda terhadap apa yang terjadi terlalu tidak proporsional dengan apa yang biasanya diharapkan,  jika jawabannya ya,  kunjungan ke psikoterapis mungkin bukan pilihan yang tepat.   ide yang buruk untuk mempelajari beberapa keterampilan mengatasi masalah dan mengubah reaksi kita terhadap kehidupan."
"Ketika putri saya stres tentang hal konyol dari sekolah,  dia mulai menangis dan ketakutan.  Dia adalah siswa yang cerdas,  selalu memiliki 4.  0,  tapi saya khawatir dia terlalu menekankan.  Saya khawatir itu akan menghancurkannya.  Saya tidak tahu apakah saya harus membawanya ke dokter atau seseorang karena ini tidak normal.","Saya setuju dengan pengamatan Anda tentang perasaan putri Anda yang stres.   Apakah Anda dapat membuka topik ini dalam percakapan dengannya?   Renungkan juga ekspektasi Anda sendiri sebagai orang tua.   Mungkin saja putri Anda berusaha menyenangkan Anda dengan terus-menerus mendapatkan nilai tinggi.   Jika putri Anda lebih suka berbicara secara percaya diri dengan terapis,  hal ini dapat membantunya mendapatkan kembali keseimbangan dalam hidupnya sehingga tugas sekolah tidak terlalu membuat stres.   Saya akan melakukannya Jangan bawa dia ke dokter karena berdasarkan apa yang anda tulis,  masalahnya bersifat psikologis dan emosional.   Meskipun stres mungkin memiliki gejala fisik,  mengatasi akar penyebab masalahnya tidak ada hubungannya langsung dengan masalah fisik yang terjadi pada putri Anda.   Kecuali ada masalah medis atau fisik lain yang dapat menjelaskan perasaan stres pada putri Anda,  saya akan melakukannya.   Mulailah terlebih dahulu dengan menyampaikan kekhawatiran Anda kepada putri Anda,  kemudian mungkin ke terapis."
"Mantan istri saya menikah dan menggunakan saya untuk memiliki anak.  Dia sekarang menggunakan anak itu sebagai pion.  Saya tahu anak saya merindukan saya,  tetapi saya harus pindah dan tidak hidup di masa lalu.  Bagaimana cara melakukan ini?  Apakah saya melihat anak saya sebanyak mungkin atau sangat sedikit?  Apakah lebih membingungkan bagi anak?","Seperti yang akan Anda lihat dalam dua ayat yang akan saya sebutkan di bawah ini,  Yesus dan Rasul Paulus memberi tahu kita bahwa kita harus belajar bagaimana melepaskan masa lalu kita.  Yesus berkata bahwa siapa pun yang mencoba untuk bergerak maju dalam perjalanannya dan memanggil Tuhan- tetapi terus melihat ke belakang- tidak cocok untuk Kerajaan Allah.  Cari pembebasan dari bagian masa lalu Anda,  Anda sedang berjuang untuk melepaskannya.  Tanyakan Roh Kudus atau kekuatan Anda yang lebih tinggi untuk membantu.  Temukan cara menggabungkan kunjungan sehingga anak ini melihat Anda dan mungkin juga mencari nasihat hukum tentang masalah ini."
"Mantan istri saya menikah dan menggunakan saya untuk memiliki anak.  Dia sekarang menggunakan anak itu sebagai pion.  Saya tahu anak saya merindukan saya,  tetapi saya harus pindah dan tidak hidup di masa lalu.  Bagaimana cara melakukan ini?  Apakah saya melihat anak saya sebanyak mungkin atau sangat sedikit?  Apakah lebih membingungkan bagi anak?","Anda dapat ""pindah dan tidak hidup di masa lalu"" dalam konteks mantan hubungan Anda,  tetapi itu tidak berarti pindah dari anak Anda.  ""Pindah"" kemudian akan melibatkan menerima akhir dari hubungan dan mengembangkan hubungan sipil dengan mantan rekan Anda sejauh mungkin demi perkembangan anak Anda.   Secara umum,  itu baik untuk orang tua yang fungsional (tidak abusif) untuk menjadiHabiskan waktu dengan anaknya,  tetapi hanya sejauh itu tidak menyebabkan anak Anda stres yang tidak perlu.  Itu mengharuskan kedua orang dewasa untuk bertindak seperti orang dewasa satu sama lain demi anak mereka.   Yang membingungkan bagi anak-anak yang melihat orang tua mereka bertindak tidak sopan atau manipulatif.  Anak-anak juga melakukannya dengan baik dengan rutinitas sehingga kunjungan yang dapat diandalkan secara teratur lebih disukai daripada kunjungan acak atau,  lebih buruk,  tidak menindaklanjuti komitmen.   Tetapi jika satu orang mengeksploitasi anak mereka untuk melukai mantan rekan mereka,  maka mengunjungi anak Anda dalam konteks itu mungkin membuat stres menegangkankepadanya (tergantung pada apa yang Anda maksud dengan menggunakan anak Anda sebagai pion).  Saat berhadapan dengan mantan rekan yang bermusuhan,  tantangan pertama Anda adalah menegosiasikan aturan dan batasan dengan mantan rekan Anda tentang perilaku yang tepat untuk kebaikan anak Anda.  Jika Anda tidak dapat mencapai kesepakatan,  seorang penasihat dapat membantu memediasi percakapan.  Jika itu bukan pilihan,  maka dimungkinkan untuk beralih ke pengadilan keluarga untuk menetapkan aturan kunjungan (yang Anda harus berkonsultasi dengan pengacara)."
"Mantan istri saya menikah dan menggunakan saya untuk memiliki anak.  Dia sekarang menggunakan anak itu sebagai pion.  Saya tahu anak saya merindukan saya,  tetapi saya harus pindah dan tidak hidup di masa lalu.  Bagaimana cara melakukan ini?  Apakah saya melihat anak saya sebanyak mungkin atau sangat sedikit?  Apakah lebih membingungkan bagi anak?","Anak Anda bukan bagian dari masa lalu Anda,  ia adalah bagian dari masa kini dan masa depan Anda.  Anak Anda membutuhkan Anda.  Statistik tentang anak-anak tanpa ayah sangat mengejutkan.  Penelitian menunjukkan anak-anak yang dibesarkan dalam pengalaman di rumah yang tidak ada ayah sebagai berikut:  4x risiko kemiskinan yang lebih besar,  lebih mungkin memiliki masalah perilaku,  7x lebih mungkin hamil saat remaja,  lebih mungkin menghadapi pelecehan dan pengabaian,  lebih mungkin untuk menyalahgunakan narkobadan alkohol,  2x lebih mungkin menderita obesitas,  2x lebih mungkin untuk putus sekolah,  lebih mungkin untuk melakukan kejahatan dan lebih mungkin masuk penjara.  Dengarkan hati Anda dan tanyakan pada diri sendiri,  apa yang Anda inginkan untuk anak Anda?  Pengasuhan bersama sulit ketika setiap orang tua tidak dapat memprioritaskan kepentingan terbaik anak.  Anda dan mantan istri Anda dapat mendapatkan bantuan untuk mempelajari cara bersama orang tua dengan cara yang akan bekerja untuk Anda masing-masing dengan minat terbaik anak Anda dalam pikiran.  Yang membingungkan bagi seorang anak adalah mengapa orang tua saya meninggalkan saya dan mereka akan berjuang dengan masalah kelayakan dan harga diri selama sisa hidup mereka.  Berikut adalah beberapa situs web untuk Anda periksa dan mendapatkan bantuan dengan pekerjaan terpenting yang pernah Anda miliki .  .  .   Menjadi ayah! -data-statisticshttps/theFatherlessgeneration.  wordpress.  com/statistic"
"Mantan istri saya menikah dan menggunakan saya untuk memiliki anak.  Dia sekarang menggunakan anak itu sebagai pion.  Saya tahu anak saya merindukan saya,  tetapi saya harus pindah dan tidak hidup di masa lalu.  Bagaimana cara melakukan ini?  Apakah saya melihat anak saya sebanyak mungkin atau sangat sedikit?  Apakah lebih membingungkan bagi anak?","Hai,  situasi Anda terdengar sangat rumit dan sensitif.  Penting untuk menanganinya dengan hati-hati karena melibatkan anak-anak Anda.  Ketika orang tua berusaha untuk bersama-orang tua,  semakin jelas batas dan harapan semakin mudah menjadi orang tua bersama secara efektif.  Mengasuh anak Anda tidak ""hidup di masa lalu"",  izinkan saya untuk membingkai ulang pendekatan itu dan sebaliknya melihatnya sebagai investasi di masa depan Anda.  Anak Anda akan selamanya menjadi anak Anda dan layak dan ayah yang penuh kasih dan penuh perhatian.  Meninggal mengirim pesan yang berbeda kepada anak Anda dan meninggalkan ruang untuk kebencian.  Temukan cara untuk membuat kesepakatan antara Anda dan mantan istri Anda dengan minat terbaik anak Anda sebagai fokus.  Pengadilan dapat membantu dengan tujuan ini juga."
"Mantan istri saya menikah dan menggunakan saya untuk memiliki anak.  Dia sekarang menggunakan anak itu sebagai pion.  Saya tahu anak saya merindukan saya,  tetapi saya harus pindah dan tidak hidup di masa lalu.  Bagaimana cara melakukan ini?  Apakah saya melihat anak saya sebanyak mungkin atau sangat sedikit?  Apakah lebih membingungkan bagi anak?","Hal yang paling membingungkan seorang anak adalah orang tua untuk datang dan pergi dari kehidupan mereka.  Anak-anak memiliki cara membuat kesalahan mereka,  bahkan ketika mereka tidak melakukan kesalahan.  Karena itu,  ketika orang tua memutuskan kontak,  anak itu berpikir itu adalah kesalahan mereka.  Sulit seperti itu untuk seorang anak,  bahkan lebih buruk ketika orang tua keluar dan keluar dari kehidupan mereka.  Ini membuat keyakinan lebih kuat bagi mereka.  Mereka mulai berpikir,  ""Mengapa Ayah terus pergi?   Apa yang saya lakukan untuk terus membuatnya pergi?  "" Saya percaya seorang anak membutuhkan kedua orang tua dalam hidup mereka.  Apakah dia menggunakan Anda untuk anak atau tidak,  anak itu masih ada dan tidak pernah meminta ini.  Mereka tidak meminta untuk dilahirkan dalam drama dan dua orang tua yang tidak dapat membuat segalanya bekerja.  Anda dapat melanjutkan dan memulai dari awal sambil tetap mempertahankan hubungan dengan anak Anda.  Jika Anda memulai dari jauh,  ini mungkin berarti lebih sedikit kunjungan tetapi Anda masih akan menjadi bagian dari kehidupan mereka.  Pastikan saat Anda membuat komitmen kepada anak ini untuk tetap melakukannya.  Setiap anak layak mendapatkan sebanyak itu.  Semoga sukses untukmu! : -)"
"Mantan istri saya menikah dan menggunakan saya untuk memiliki anak.  Dia sekarang menggunakan anak itu sebagai pion.  Saya tahu anak saya merindukan saya,  tetapi saya harus pindah dan tidak hidup di masa lalu.  Bagaimana cara melakukan ini?  Apakah saya melihat anak saya sebanyak mungkin atau sangat sedikit?  Apakah lebih membingungkan bagi anak?","Apa cara mantan istri Anda memanfaatkan anak Anda sebagai pion?   Jawaban ini menentukan cara terbaik untuk menangani situasi tertentu.   Pada dasarnya,  bedakan bahwa hubungan kekal antara ayah dan anak Anda sangat berarti bagi anak Anda dan sebagai orang dewasa,  tanggung jawab untuk mengelola hubungan ini ada pada Anda.   Hubungan Anda dengan mantan istri Anda terjadi antara dua orang dewasa dan oleh karena itu Anda hanya bertanggung jawab atas tindakan Anda sendiri untuk memperbaiki kerusakan yang terjadi pada Anda.   Dari apa yang Anda tulis,  Anda sudah memiliki rencana yang sedang berjalan untuk lakukan ini dengan menjauhkan diri Anda sebanyak mungkin dari kontak dengan mantan.   Tantangan untuk tetap aktif sebagai orang tua sekaligus menjauhkan dan membersihkan emosi Anda dari rasa sakit hati dan pengkhianatan yang dilakukan terhadap Anda,  akan membangun hubungan yang kokoh dengan Anda.   anak dan menumbuhkan lebih banyak penerimaan dan pengampunan diri karena telah dimanfaatkan dan ditipu."
